o	I	o
decA	Ncnpn	dete
dvE	Mlcf-n	dva
.	Z	.

On	Pp3msn	on
u	Sa	u
vOjsku	Ncfsa	vojska
.	Z	.

vukašIn	Npmsn	Vukašin
bIl	Vmp-sm	biti
u	Sa	u
vOjsku	Ncfsa	vojska
.	Z	.

i	Cc	i
jA	Pp1-sn	ja
sam	Var1s	biti
••	X	••
ostAla	Vmp-sf	ostati
trUdna	Agpfsny	trudan
sa	Si	sa
drAgišu	Npmsay	Dragiša
.	Z	.

kad	Cs	kad
doǵE	Vmr3s	doći
on	Pp3msn	on
((?))	X	((?))
•••	X	•••
se	Px--sa	sebe
smejE	Vmr3s	smejati
.	Z	.

el	Qq	jel
bilO	Vapn	biti
dve	Pisg	dve
gOdine	Ncfsg	godina
vOjska	Ncfsn	vojska
.	Z	.

i	Cc	i
takvO	Pd-nsn	takav
bilO	Vmp-sn	biti
.	Z	.

jA	Pp1-sn	ja
sa	Si	sa
stArci	Ncmpn	starac
sam	Var1s	biti
••	X	••
mučIla	Vmp-sf	mučiti
tUj	Rgp	tu
.	Z	.

On	Pp3msn	on
bIl	Vmp-sm	biti
mnOgo	Rgp	mnogo
dObar	Agpmsnn	dobar
vOjnik	Ncmsn	vojnik
pa	Cc	pa
••	X	••
oḱ	Ncnsn	oḱ
•	X	•
Ali	Cc	ali
da	Cs	da
ga	Pp3msa	on
ostAe	Vmr3p	ostaiti
.	Z	.

bIo	Vapm	biti
desetAr	Ncmsn	desetar
al	Cc	ali
oḱAli	Qr	oḱAli
da	Cs	da
ga	Pp3msa	on
ostAe	Vmr3s	osivati
u	Sa	u
vOjsku	Ncfsa	vojska
.	Z	.

al	Cc	ali
On	Pp3msn	on
•••	X	•••
rEkal	Vmp-sm	reći
ne	Qz	ne
mOgu	Vmr1s	moći
Imam	Vmr1s	imati
rodItelji	Ncmpn	roditelj
stAri	Agpmsny	star
Imam	Ncmsn	imam
žEnu	Ncfsa	žena
•	X	•
dEcu	Ncnpa	dete
.	Z	.

kažE	Vmr3s	kazati
pa	Cc	pa
ti	Pp2-sn	ti
ḱeš	Vmr2s	ḱeivati
da	Cs	da
kAžeš	Vmr2s	kazati
da	Cs	da
onI	Pp3mpn	oni
živE	Vmr3p	živeti
u	Sa	u
blAto	Ncnsa	blato
.	Z	.

mA	I	ma
ne	Qz	ne
kAže	Vmr3s	kazati
u	Sa	u
blAto	Ncnsa	blato
ali	Cc	ali
ne	Qz	ne
mOgu	Vmr1s	moći
da	Cs	da
ostAvim	Vmr1s	ostaviti
kUḱu	Ncfsa	kuća
.	Z	.

i	Cc	i
nE	Qz	ne
htEl	Vmr3s	htelti
da	Cs	da
se	Px--sa	sebe
aktivIra	Vmr3s	aktivirati
.	Z	.

došAl	Vmp-sm	doći
si	Px--sd	sebe
.	Z	.

i	Cc	i
takO/	Pp1-pn	takO/
očuvAmo	Vmr1p	očuvati
dEcu	Ncnpa	dete
iškoluvAmo	Vmr1p	iškoluvati
.	Z	.

ćErka	Ncfsn	ćerka
umR	Qr	umR
.	Z	.

tAj	Pdsn	taj
tUga	Ncfsn	tuga
vElika	Agpfsny	velik
•••	X	•••
se	Pxsa	sebe
nOsi	Vmr3s	nositi
do	Sg	do
grOba	Ncmsg	grob
.	Z	.

i	Cc	i
tAko	Rgp	tako
.	Z	.

drAgišu	Npmsay	Dragiša
školuvAmo	Npmsay	školuvAm
.	Z	.

sAmo	Rgp	samo
što	Pi3n	što
su	Var3p	biti
i	Qo	i
On	Pp3msn	on
bIl	Vmp-sm	biti
••	X	••
pAmetan	Agpmsnn	pametan
mnOgo	Rgp	mnogo
i	Cc	i
mnOgo	Rgp	mnogo
dObar	Agpmsnn	dobar
bIl	Vmp-sm	biti
i	Cc	i
mnOgo	Rgp	mnogo
.	Z	.

pa	Cc	pa
išAl	Vmp-sm	ići
vukašIn	Npmsn	Vukašin
i	Cc	i
u	Sa	u
rUdnik	Ncmsan	rudnik
.	Z	.

bilO	Vmp-sn	biti
mUka	Ncfsn	muka
i	Cc	i
za	Sa	za
pAru	Ncfsa	para
.	Z	.

al	Cc	ali
••	X	••
smo	Var1p	biti
ga	Pp3msa	on
izvUkli	Vmp-pm	izvući
.	Z	.

zAvrši	Vmr3s	završiti
svE	Pi-nsn	sav
lEpo	Rgp	lepo
.	Z	.

i	Cc	i
Ete	I	eto
•	X	•
trIes	Mlc	trideset
gOdine	Ncfpn	godina
ako	Cs	ako
ne	Qz	ne
i	Cc	i
vIše	Rgc	mnogo
dirEktor	Ncmsn	direktor
.	Z	.

sAd	Rgp	sad
mu	Pp3msd	on
i	Cc	i
sIn	Ncmsn	sin
dirEktor	Ncmsn	direktor
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

putUju	Vmr3p	putovati
.	Z	.

snA	Ncfsn	snaja
rAdi	Vmr3s	raditi
((?))	X	((?))
••	X	••
u	Sa	u
knjAževac	Npmsan	knjaževac
.	Z	.

sIn	Ncmsn	sin
u	Sl	u
nIš	Ncfsl	nia
.	Z	.

onA	Pp3fsn	on
medicInska	Agpfsny	medicinski
sEstra	Ncfsn	sestra
rAdi	Vmr3s	raditi
gOre	Rgp	gore
u	Sa	u
bOlnicu	Ncfsa	bolnica
.	Z	.

a	Cc	a
On	Pp3msn	on
•	X	•
u	Sl	u
nIš	Ncmsl	ni
rAdi/	Agpmsny	radi/
dirEktor	Ncmsn	direktor
.	Z	.

i	Cc	i
Eto	I	eto
takO	Rgp	tako
.	Z	.

putUje/	Mdc	putuje/
sad	Rgp	sad
mi	Pp1-sd	ja
snA	Ncmsg	snaja
u	Sa	u
knjAževac	Npmsay	knjaževac
.	Z	.

čUva	Vmr3s	čuvati
••	X	••
detE	Ncnsn	dete
bilO	Vapn	biti
mAlo	Rgp	malo
imAlo	Vmp-sn	imati
temperatUricu	Agpnsny	temperaturian
pa	Cc	pa
nE	Qz	ne
e	I	e
u	Sa	u
vrtIḱ/	Npmsan	vrtIḱ/
ovAj	Pd-msn	ovaj
mlAǵi	Npmsn	mlAǵi
.	Z	.

i	Cc	i
•••	X	•••
čEkaj	Vmm2s	čekati
.	Z	.

Eda	Npfsn	Eda
•	X	•
vIdite	Vmr2p	videti
dragIša	Npmsn	Dragiša
kakvU	Pi-fsa	kakav
famIliju	Ncfsa	familija
Ima	Vmr3s	imati
.	Z	.

nA	Sl	na
sIne	Ncmsl	sin
poglEdaj	Vmm2s	pogledati
da	Cs	da
vIdiš	Vmr2s	videti
d/	Ncfsa	d/
•	X	•
dragIšu	Npmsay	Dragiša
.	Z	.

pravIli	Vmp-pm	praviti
krštenjE	Ncnsn	krštenje
sAd	Rgp	sad
pa	Cc	pa
se	Px--sa	sebe
slikAli	Vmp-pm	slikati
.	Z	.

za	Sa	za
malOtoga	Npmsan	malOtoga
.	Z	.

On	Pp3msn	on
je	Var3s	biti
zlAtan	Agpmsnn	zlatan
sAv	Agpmsnn	sav
.	Z	.

svE	Pi-nsn	sav
Oba	Npmsn	Oba
onI	Pp3mpn	oni
dObri	Agpmpny	dobar
decA	Ncnpn	dete
.	Z	.

devOjčica	Ncfsn	devojčica
etE	I	eto
tUj	Rgp	tu
pred	Si	pred
njI	X	njI
što	Cs	što
stojI	Vmr3s	stajati
.	Z	.

onA	Pp3fsn	on
sad	Rgp	sad
Ide	Vmr3s	ići
u	Sa	u
prEdškolsko	Rgp	predškolsko
.	Z	.

pevAljka	Ncfsn	pevaljka
.	Z	.

((laugh))	X	((laugh))
.	Z	.

tO	Pd-nsn	taj
e	Vcr3s	biti
pevAljka	Ncfsn	pevaljka
((laugh))	X	((laugh))
.	Z	.

Eto	I	eto
i	Cc	i
mIkrofon	Ncmsan	mikrofon
u	Sa	u
rUke	Ncfpa	ruka
.	Z	.

pa	Cc	pa
dabOme	Qr	dabome
tO	Pd-nsn	taj
mi	Pp1-sd	ja
sIn	Ncmsn	sin
.	Z	.

tOj	Pd-nsn	taj
mi	Pp1-sd	ja
sIn	Ncmsn	sin
i	Cc	i
tAj	Pdsn	taj
je	Var3s	biti
unuč/	Npmsn	unuč/
pəraunUk	Npmsn	pəraunUk
sAg	Rgp	sad
mlAǵi	Mdc	mlaǵi
.	Z	.

dabOme	Qr	dabome
.	Z	.

ovO	Pd-nsn	ovaj
u	Sa	u
cRkvu	Ncfsa	crkva
kadə	Cs	kada
•	X	•
bilI	Vmp-pm	biti
.	Z	.

ovO	Pd-nsn	ovaj
•	X	•
pOp	Ncmsn	pop
turIl	Npmsn	turIl
((?))	X	((?))
••	X	••
peškIr	Npmsn	Peškir
.	Z	.

On	Pp3msn	on
počEl	Vmr1s	početi
da	Cs	da
plAče	Vmr3s	plakati
.	Z	.

pOsle	Rgp	posle
se	Pxsa	sebe
smEjal/	Pdsn	smEjal/
On	Pp3msn	on
je	Var3s	biti
mnOgo	Rgp	mnogo
dObar	Agpmsnn	dobar
mnOgo	Rgp	mnogo
mIran	Agpmsnn	miran
.	Z	.

i	Cc	i
u	Sl	u
vrtIḱ	Npfsl	vrtIḱ
se	Pxsa	sebe
valIle	Vmr3p	valiliti
sas	Si	sa
njEga	Pp3msa	on
.	Z	.

i	Cc	i
((?))	X	((?))
•	X	•
ovOj	Pd-nsn	ovaj
pevAljka	Ncfsn	pevaljka
ovOj	Pd-nsn	ovaj
•	X	•
dragIša	Npmsn	Dragiša
.	Z	.

a	Cc	a
ovOj	Pd-nsn	ovaj
•	X	•
Ete	I	eto
s/	X	s/
starEja	Npmsg	Starej
•	X	•
mInja	Npmsn	Minja
.	Z	.

devOjčica	Ncfsn	devojčica
.	Z	.

i	Cc	i
Ete	I	eto
jA	Pp1-sn	ja
se	Pxsa	sebe
za	Sa	za
tOj	Pd-nsa	taj
borIm	Vmr1s	boriti
i	Cc	i
tEšim	Vmr1s	tešiti
se	Px--sa	sebe
pored	Sg	pored
njI	Pp3-pa	oni
.	Z	.

pa	Cc	pa
tAd	Rgp	tad
bilO	Vcp-sn	biti
sIto	Agpnsny	sit
.	Z	.

iznesE	Vmr3s	izneti
ti	Pp2-sd	ti
svekRva	Ncfsn	svekrva
sIto	Rgp	sito
pa	Cc	pa
bAcaš	Agpnsny	bacai
žIto	Ncnsn	žito
na	Sa	na
kUḱu	Ncfsa	kuća
izmEšano	Appnsny	izmešati
s	Si	sa
bombOne	Ncfpa	bombona
səs	Si	sa
svE	Pi-nsn	sav
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
bAca	Vmr3s	bacati
na	Sa	na
kUću	Ncfsa	kuća
pa	Cc	pa
se	Px--sa	sebe
bAci	Vmr3s	baciti
tƏg	Rgp	tako
•	X	•
pOse	Rgp	posle
i	Cc	i
sIto	Rgp	sito
se	Px--sa	sebe
bAci	Vmr3s	baciti
.	Z	.

((laugh))	X	((laugh))
i	Cc	i
sIto	Rgp	sito
.	Z	.

dabOme	Qr	dabome
•	X	•
bAciš	Vmr2s	baciti
na	Sa	na
•	X	•
krOv	Ncmsn	krov
.	Z	.

((laugh))	X	((laugh))
dA	Qr	da
dA	Qr	da
.	Z	.

da	Qr	da
.	Z	.

takO	Rgp	tako
tO	Pd-nsn	taj
e	I	e
.	Z	.

bilO	Vapn	biti
•	X	•
starInsko	Agpnsny	starinski
vrEme	Ncnsn	vreme
.	Z	.

i	Cc	i
takO	Rgp	tako
bilO	Qo	bilo
za	Sa	za
svI	Pi-mpn	sav
ne	Qz	ne
sAmo	Rgp	samo
za	Sa	za
jednogA	Mlcmsay	jedan
.	Z	.

pa	Cc	pa
svI	Vmr3s	svirati
•	X	•
zvanIce	Npfsg	zvanIca
kOe	Pi-nsa	koji
su	Var3p	biti
pOzvane	Appfpny	pozvati
svE	Agpfpny	sav
je	Var3s	biti
((?))	X	((?))
•	X	•
darUvano	Agpnsny	daruvan
.	Z	.

pa	Cc	pa
dObro	Rgp	dobro
za	Sa	za
kUma	Ncnsa	kuma
za	Sa	za
starOjku	Npfsa	starOjka
.	Z	.

#za	Qr	#za
vOjvodu#	Qr	vOjvodu#
.	Z	.

tO	Pdsn	taj
•	X	•
blIski	Agpmsny	blizak
rOd	Ncmsn	rod
•	X	•
a	Cc	a
ovAk	Rgp	ovako
.	Z	.

ovIje	Vmr3s	ovijati
zvanIca	Npfsn	zvanIca
se	Pxsa	sebe
svE	Pi-nsn	sav
zvanIce	Ncfpn	zvanica
daruvAle	Px--sa	daruvAle
.	Z	.

svE	Pi-nsn	sav
se	Px--sa	sebe
daruvAlo	Vmp-sn	darovati
.	Z	.

pa	Cc	pa
i/	X	i/
i	Cc	i
sAd	Rgp	sad
.	Z	.

pa	Cc	pa
pOkloni	Vmr3s	pokloniti
.	Z	.

gibAnice	Ncfpn	gibanica
pogAče	Ncfpn	pogača
.	Z	.

Idemo	Vmr1p	ići
vEčerom	Ncfsi	večer
((?))	X	((?))
•	X	•
na	Sa	na
momAčko	Agpnsay	momački
vEče	Ncnsa	večer
((?))	X	((?))
.	Z	.

u	Sa	u
dOm	Ncmsan	dom
ovdE	Rgp	ovde
pa	Cc	pa
dOjdemo	Vmr1p	doći
nOḱu	Pp3msa	nOḱu
jA	Pp1-sn	ja
podmEšemo	Sa	podmEšemo
pogAču	Ncfsa	pogača
.	Z	.

jUtrom	Ncnsi	jutro
gibAnicu	Ncfsa	gibanica
.	Z	.

pa	Cc	pa
se	Px--sa	sebe
tOj	Pd-nsn	taj
tAm	Rgp	tamo
nOsi	Vmr3s	nositi
pa	Cc	pa
.	Z	.

dEle/	Px--sd	dEle/
onAj	Pd-msn	onaj
na	Sa	na
onUj	Pp3fsa	onaj
dAva	Vmr3s	davati
onAj	Pd-msn	onaj
na	Sa	na
onUj	Pp3fsa	onaj
.	Z	.

bilO	Vmp-sn	biti
mOž	Vmr3s	moći
da	Cs	da
kAžeš	Vmr2s	kazati
i	Cc	i
glUposti	Ncfpn	glupost
bil	Vcp-sm	biti
.	Z	.

otereḱEnje	Npnsn	otereḱEnje
i	Cc	i
svE	Pi-nsn	sav
.	Z	.

pa	Cc	pa
dabOgme	Qr	dabOgme
.	Z	.

svE	Agpfpny	sav
zvanIce	Ncfpn	zvanica
nOse	Vmr3p	nositi
pogAče	Ncfpn	pogača
.	Z	.

i	Cc	i
•	X	•
tAm	Rgp	tamo
se	Px--sa	sebe
izlOme	Vmr3p	izlomiti
i	Cc	i
izdEle	Vmr3p	izdeliti
si	Px--sd	sebe
.	Z	.

tUj	Rgp	tu
s	Si	sa
kogA	Ncmsay	kog
sedIš	Vmr2s	sedeti
.	Z	.

a	Cc	a
sƏg	Rgp	sad
••	X	••
u	Sa	u
kafAnu	Ncfsa	kafana
svE	Pi-nsn	sav
.	Z	.

gibAnica	Ncfsn	gibanica
.	Z	.

gibAnica/	Npmpn	gibAnica
nE	Qz	ne
imAlo	Vmp-sn	imati
tOrta	Ncfsn	torta
tAg	Rgp	tako
.	Z	.

dadEš	Vmr2s	dati
.	Z	.

bakAL	Npmsn	Bakal
čAšku	Ncfsa	čaška
.	Z	.

kakvO	Pi-nsn	kakav
bilO	Vmp-sn	biti
.	Z	.

nE	Qz	ne
e	Var3s	biti
bilO	Qo	bilo
kakO	Cs	kako
sƏg	Cs	sƏg
što	Cs	što
se	Px--sa	sebe
dAva	Vmr3s	davati
.	Z	.

nego	Cc	nego
stəklarIja	Ncfsn	stəklarija
takvO	Pd-nsn	takav
čAške	Ncfpn	čaška
•	X	•
bakAli	Npmpn	Bakal
.	Z	.

služAvnik	Ncmsn	služavnik
takvO	Pd-nsn	takav
tOj	Pd-nsn	taj
.	Z	.

donesU	Vmr3p	doneti
pOklon	Ncmsan	poklon
.	Z	.

nEki	Pi-msn	neki
dadE	Vmr3s	dati
i	Cc	i
parU/	Agpmsnn	paru/
nEki	Pi-mpn	neki
.	Z	.

ali	Cc	ali
slAbo	Rgp	slabo
pAre	Vmr3p	pariti
se	Px--sa	sebe
davAle	Vmp-pf	davati
.	Z	.

bilO	Qo	bilo
nemAnština	Pisg	nemAnština
u	Sa	u
pAre	Ncfpa	para
.	Z	.

i	Cc	i
•••	X	•••
••	X	••
takO	Rgp	tako
.	Z	.

pa	Cc	pa
klAlo	Vmp-sn	klati
se	Px--sa	sebe
.	Z	.

klAlo	Vmp-sn	klati
se	Px--sa	sebe
svInje	Ncfpn	svinja
Ovce	Ncfpn	ovca
pa	Cc	pa
se	Px--sa	sebe
pEklo	Vmp-sn	peći
na	Sa	na
rAžanj	Ncmsan	ražanj
.	Z	.

ne	Qz	ne
kao	Cs	kao
sAg	Rgp	sad
u	Sl	u
pekAru	Ncmsl	pekar
.	Z	.

nego	Cc	nego
na	Sa	na
rAžanj	Ncmsan	ražanj
.	Z	.

se	Pxsa	sebe
skUpe	Vmr3p	skupiti
komšIje	Ncmsg	komšija
famIlija	Ncfsn	familija
pa/	X	pa/
.	Z	.

se	Px--sa	sebe
na/	X	na/
zgorI	Aspfsny	zgor
vAtra	Ncfsn	vatra
pa	Cc	pa
pečU	Vmr3p	peći
na	Sa	na
vAtru	Ncfsa	vatra
isto	Rgp	isto
pEčivo	Pi-nsn	pEčivo
imAlo	Vmp-sn	imati
.	Z	.

pa	Cc	pa
dOvečer	Npmsn	Dovečer
•	X	•
svInje	Ncfpa	svinja
vElike	Agpfpny	velik
.	Z	.

Isto	Rgp	isto
imAlo	Vmp-sn	imati
kUvar	Ncmsn	kuvar
za	Sa	za
svAdbu	Ncfsa	svadba
spremAlo	Vmp-sn	spremati
se	Px--sa	sebe
jElo	Vmp-sn	jesti
.	Z	.

pa	Cc	pa
mAli	Agpmpny	mali
gOsti	Ncmpn	gost
pa	Cc	pa
.	Z	.

pa	Cc	pa
Eto	I	eto
((?))	X	((?))
gOsti	Vmr3s	gostiti
vEliki	Agpmsny	velik
kad	Cs	kad
Idu	Vmr3p	ići
po	Sa	po
devOjku	Ncfsa	devojka
a	Cc	a
pOsle	Rgp	posle
•	X	•
m/	Npmsn	m/
.	Z	.

blIžnji	Agpmsny	bližnji
blIžnji	Agpmsny	bližnji
blIžnji	Agpmsny	bližnji
.	Z	.

pa	Cc	pa
pOsle	Rgp	posle
mAli	Agpmpny	mali
gOsti	Ncmpn	gost
pa/	X	pa/
.	Z	.

po	Sa	po
devOjku	Ncfsa	devojka
pa	Cc	pa
tOj	Pd-nsn	taj
ti	Pp2-sd	ti
kAžem	Vmr1s	kazati
Idu	Vmr3p	ići
po	Sa	po
devOjku	Ncfsa	devojka
a	Cc	a
pOsle	Rgp	posle
.	Z	.

pa	Cc	pa
dabOgme	Ncfpn	dabogma
•	X	•
pa	Cc	pa
svI	Vmr3s	svirati
kOji	Pipn	koji
si	Px--sd	sebe
Idu	Vmr3p	ići
i	Cc	i
na	Sa	na
svAdbu	Ncfsa	svadba
.	Z	.

po	Sl	po
svojI	Ncfsl	svoja
.	Z	.

po	Sl	po
svojI	Ncfsl	svoja
.	Z	.

mAli	Agpmpny	mali
gOsti	Ncmpn	gost
.	Z	.

sƏg	Rgp	sad
za	Sa	za
jedAn	Mlcmsan	jedan
dAn	Ncmsan	dan
#pretEraju	Npmsd	#pretEraj
i	Cc	i
idU#	Agpmsly	ii
dOmu	Ncmsl	dom
.	Z	.

pOla	Rgp	pola
nOḱi	Npmpn	nOḱ
i	Cc	i
Idu	Vmr3p	ići
si	Px--sd	sebe
dOma	Rgp	doma
((laugh))	X	((laugh))
.	Z	.

i	Cc	i
takO	Rgp	tako
.	Z	.

slavIli	Vmp-pm	slaviti
smo	Var1p	biti
.	Z	.

bAš	Qo	baš
na	Sa	na
ǵUrǵevdan	Npmsn	ǵUrǵevdan
.svetI	Npmsn	.svetI
ǵOrǵe	Npmsn	ǵOrǵe
a	Cc	a
ǵUrǵovdan	Npmsn	ǵUrǵovdan
.	Z	.

e	I	e
sAd	Rgp	sad
smo	Vcr1p	biti
((?))	X	((?))
•	X	•
prešlI	Vmp-pm	preći
•	X	•
na	Sa	na
svetI	Agpmsayn	svet
nikOlu	Npmsay	Nikola
.	Z	.

pošto	Cs	pošto
•	X	•
mUška	Agpfsny	muški
decA	Ncnpn	dete
imA	Vmr3s	imati
jA	Pp1-sn	ja
•	X	•
mOram	Vmr1s	morati
da	Cs	da
slAvim	Vmr1s	slaviti
svetI	Agpmsny	svet
nikOlu	Npmsd	nikOl
.	Z	.

slavIle	Vmp-pf	slaviti
se	Px--sa	sebe
slAve	Ncfpn	slava
pa	Cc	pa
.	Z	.

se	Px--sa	sebe
išlO	Vmp-sn	ići
da	Cs	da
se	Pxsa	sebe
zovE	Vmr3s	zvati
sa	Si	sa
#sas	Agpmpiy	#s
kombIr#/	Ncmpi	kombi
jA	Pp1-sn	ja
səm/	Pi3n-a	səm/
.	Z	.

sprEmim	Vmr1s	spremiti
ovdE	Rgp	ovde
((?))	X	((?))
sa	Si	sa
sv/	Pd-fsa	sv/
svekRvu	Ncfsa	svekrva
ručAk	Ncmsn	ručak
pa	Cc	pa
se	Px--sa	sebe
premEnim	Vmr1s	premeniti
.	Z	.

u	Sl	u
nAjbolje	Rgs	dobro
((?))	X	((?))
•	X	•
odElo	Ncnsn	odelo
.	Z	.

pa	Cc	pa
Idem	Vmr1s	ići
#kombIr#	Px--sa	#kombIr#
pa/	X	pa/
.	Z	.

zovEm	Vmr1s	zvati
za	Sa	za
((?))	X	((?))
•	X	•
slAvu	Ncfsa	slava
.	Z	.

tAg	Rgp	tako
se	Px--sa	sebe
zvAlo	Vmp-sn	zvati
s	Si	sa
kombIl	Npmsn	kombIl
s	Si	sa
rakIju	Ncfsa	rakija
.	Z	.

krčAg	Npmsn	krčAg
((?))	X	((?))
zemljEno	I	zemljEno
mm	I	mm
.	Z	.

((?))	X	((?))
kAko	Cs	kako
.	Z	.

pa	Cc	pa
do	Sg	do
kUḱu	Ncfsa	kuća
Idem	Vmr1s	ići
•	X	•
na	Sa	na
prImer	Ncmsan	primer
trEBa	Vmr3s	trebati
tI	Pp2-sd	ti
da	Cs	da
mi	Pp1-sd	ja
dOǵeš	Pp2-sn	dOǵeš
u	Sa	u
gOsti	Ncmpn	gost
jA	Pp1-sn	ja
dOǵem	Pd-nsa	dOǵem
da	Cs	da
te	Pp2-sa	ti
zovEm	Vmr1s	zvati
.	Z	.

i	Cc	i
tI	Pp2-sn	ti
dOǵeš	Ncmpn	doǵe
a	Cc	a
kad	Cs	kad
ne	Qz	ne
zovEš	Vmr2s	zvati
nEḱe	Vmr1s	hteti
da	Cs	da
dOjde	Vmr3s	doći
.	Z	.

i	Cc	i
ako	Cs	ako
ne	Qz	ne
Ideš	Vmr2s	ići
nEḱe	Vmr1s	hteti
da	Cs	da
dOjde	Vmr3s	doći
.	Z	.

i	Cc	i
takO	Rgp	tako
tO	Pd-nsn	taj
se	Px--sa	sebe
zvAlo	Vmp-sn	zvati
sƏg	Rgp	sad
••	X	••
se	Px--sa	sebe
mAlo	Rgp	malo
((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
bIlo/	Ncfpn	biloa
bIlo/	Px--sa	bIlo/
bilO	Vmp-sn	biti
muzigrUdva	Var3s	muzigrUdva
mEsimo	Vmr1p	mesiti
kolAč	Ncmsan	kolač
za	Sa	za
Ovde	Rgp	ovde
pa/	X	pa/
.	Z	.

nam	Pp1d	mi
gOre	Rgp	gore
bilA/	Agpmsny	bila/
.	Z	.

tUj	Rgp	tu
se	Px--sa	sebe
promIcaju	Vmr3p	promicati
Ovce	Ncfpn	ovca
i	Cc	i
promužUju	Vmr3p	promužuti
se	Px--sa	sebe
.	Z	.

i	Cc	i
((?))	X	((?))
nam	Vaa3s	nam
bilA	Vcp-sf	biti
stOka	Ncfsn	stoka
gOre/	Pp1-pd	gOre/
smo	Var1p	biti
imAli	Vmp-pm	imati
((?))	X	((?))
ple/	Px--sa	ple/
.	Z	.

kod	Sg	kod
nAjdinu	Ncmsg	najdin
kUḱu	Ncfsa	kuća
gOre	Rgp	gore
sAd	Rgp	sad
tOj	Pd-nsn	taj
dragIša	Npmsn	Dragiša
rAzvali	Vmr3s	razvaliti
svE	Pi-nsn	sav
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
tUj	Rgp	tu
su	Var3p	biti
ni	Cc	ni
bilE	Vmp-pf	biti
Ovce	Ncfpn	ovca
.	Z	.

čuvAli	Vmp-pm	čuvati
smo	Var1p	biti
Ovce	Ncfpn	ovca
po	Sl	po
dvA	Mlc	dva
trinAes	Mlc	trinaest
bravA	Ncmsg	brav
smo	Var1p	biti
čuvAli	Vmp-pm	čuvati
.	Z	.

pa	Cc	pa
čUvamo	Vmr1p	čuvati
rEdom	Rgp	redom
.	Z	.

pa	Cc	pa
dabOgme	Qr	dabOgme
.	Z	.

((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
kad	Cs	kad
mi	Pp1-sd	ja
dOjde	Vmr3s	doći
rEd	Ncmsn	red
jA	Pp1-sn	ja
Idem	Vmr1s	ići
s	Si	sa
ovcE	Ncfpn	ovca
.	Z	.

no	Cc	no
nEma	Vmr3s	imati
•	X	•
nEma	Vmr3s	imati
sAd	Rgp	sad
nIšta	Pi3n-a	ništa
.	Z	.

mOje	Ps1nsn	moj
.	Z	.

mEda	Ncmsg	med
mOj	Ps1msn	moj
tO	Pd-nsn	taj
e	Vcr3s	biti
((laugh))	X	((laugh))
.	Z	.

jA	Pp1-sn	ja
i	Cc	i
On	Pp3msn	on
se	Px--sd	sebe
razgovAramo	Vmr1p	razgovarati
.	Z	.

i	Cc	i
Imam	Vmr1s	imati
jEdnoga	Agpmsgy	jedan
vEpra	Ncmsg	vepar
tO	Pdsn	taj
stIgal	Ncmsn	stigal
za	Sa	za
klAnje	Ncnsa	klanje
.	Z	.

al	Cc	ali
ne	Qz	ne
mOže	Vmr3s	moći
da	Cs	da
((?))	X	((?))
•	X	•
dOǵu	Vmr3p	doći
na	Sa	na
rEd	Ncmsan	red
.	Z	.

sAd	Rgp	sad
Evo	I	evo
ovAj	Pd-msn	ovaj
čovEk	Ncmsn	čovek
Umre	Vmr3s	umreti
ovAmo	Rgp	ovamo
tUj	Rgp	tu
.	Z	.

idOše	Ncfpn	idoša
tU	Rgp	tu
jednI	Agpmsny	jedan
dolazIli	Vmp-pm	dolaziti
kod	Sg	kod
nAs	Pp1-pg	mi
i	Cc	i
.	Z	.

tU	Rgp	tu
smo	Var1p	biti
pomagAli	Vmp-pm	pomagati
mI	Pp1-pn	ja
•	X	•
sAdə	Px--sa	sAdə
.	Z	.

doǵOše	Pd-nsa	doǵOše
••	X	••
te	Cc	te
opravIše	Vma3p	opraviti
tO	Pd-nsn	taj
ne	Qz	ne
mOže	Vmr3s	moći
.	Z	.

sAd	Rgp	sad
zadUšnice	Ncfpn	zadušnica
ne	Qz	ne
mOže	Vmr3s	moći
Opet	Qo	opet
.	Z	.

pa	Cc	pa
tEk	Rgp	tek
tAmo	Rgp	tamo
u	Sa	u
((?))	X	((?))
nArednu	Agpfsay	naredan
nEdelju	Ncfsa	nedelja
po	Sa	po
zadUšnice	Ncfpa	zadušnica
.	Z	.

da	Cs	da
ga	Pp3msa	on
kOlju	Vmr3p	koljati
ali	Cc	ali
otežAo	Vmp-sm	otežati
.	Z	.

pa	Cc	pa
#vAtamo#	Ncfpn	#vatamoa
sas	Si	sa
nOge	Ncfpn	noga
pa	Cc	pa
se	Px--sa	sebe
izdIgne	Vmr3s	izdići
.	Z	.

i	Cc	i
jA/	Agpnsny	jai
pa	Cc	pa
lAko	Rgp	lako
ne	Qz	ne
mOgu	Vmr1s	moći
ali	Cc	ali
